PID,Sale_Price
907285010,231395.55589065
907265100,208423.595488395
535327230,112875.405010441
535103050,206596.621623578
528488140,206123.710492659
905352180,232828.631720958
528178070,332537.230077021
531479020,69239.2898828259
907201280,137440.837346514
902103090,118040.203816093
527180040,200838.730708017
902128075,109976.996977138
907290240,140275.304084881
528235190,187746.874467991
527455100,141574.235451706
533130020,236606.5918518
903476090,113522.701605225
533212010,150057.472714263
528292030,287761.188224228
535353240,162817.199837126
535475010,143117.171226706
908127120,116580.355332974
923226320,75818.4795774585
909452050,237118.23159365
905427030,333089.498220423
923225510,124961.465003167
902302150,118710.778516618
528222010,272670.618794201
902106040,170624.126032416
903236040,119883.974002121
527455240,119700.614288981
905227050,134840.47428969
906380180,191833.287757581
923228390,80126.7971639028
527365010,253967.490550745
535376060,141341.659609224
528429080,273869.42563913
905107300,157924.218518737
909475020,229654.823907103
527403310,148759.2824411
528228340,181391.4609686
903231060,45840.5114077276
534202160,145728.505466831
907192150,189755.917629646
527163080,160638.652536521
528228430,202413.928395779
914467050,212783.227020694
909175080,51382.8249096731
902206040,128625.929081373
916477060,273679.350960065
911204100,86215.8848194743
528480150,195603.80193586
909254090,159962.031804155
905228050,37900.545900645
907425010,143893.698488997
906201021,163235.269012968
902207110,80036.9836518176
911370520,272796.246546172
534427140,146763.655879417
528431030,174143.7679925
904302030,150534.485920074
923201020,142533.381132872
905103110,124653.545641582
907285050,185078.134462477
905475150,127169.346931301
528427070,232349.069993998
534178010,133553.387622767
908154195,198849.598469805
909281130,252769.00406677
534175010,144386.226434508
528174050,193462.5368571
910200040,117239.61791293
905477010,105127.196624982
535154050,126603.51292108
923275140,122547.179462683
905475160,128480.65050148
528382020,294256.172299584
533213140,172924.405836963
906392090,258107.656354234
906340090,368573.419755801
527453070,136859.839029594
903236010,122077.213305778
534431020,142407.700932382
534250410,193109.90963455
916253320,244516.184825375
923203100,180582.990475651
528221010,176043.171264573
527110020,160318.789773903
527454130,145323.255588389
902206270,127225.025783006
535454050,92682.1018103802
527107130,183112.679877374
532376180,120418.627708393
913350030,217451.065577496
534276290,104782.977207056
532354070,128438.262566263
535154130,153499.413686042
909427200,158049.574325972
534252060,132701.234359307
527451550,110874.445341343
923275200,132794.537265168
906225210,162719.406231487
527161010,179569.247529834
907405030,219764.134629585
535327140,96516.7021498394
916475100,326741.678365925
905402070,111490.276240128
527302175,158555.017552353
903202170,134491.665199135
906426090,161068.177238653
910202100,118591.174337748
909451180,127108.237436112
905100060,126493.205997002
527355280,202451.187958861
909275110,187027.938871225
527302020,184730.923663503
534250400,185631.418172092
903235020,95107.8364492448
528222030,185629.293801258
528477050,320622.749985967
533208020,217307.814933021
531452180,190921.279018809
909428180,207633.601359771
907262020,201325.050656409
535300120,173895.992307027
907275090,222785.106176604
903458110,107807.070676912
532376160,134729.928876803
528363050,342867.074801273
528458040,245843.118808042
527208010,351719.363853037
907185050,203950.903529958
527356050,138995.050493112
923203110,168108.493614861
905105040,117794.490286432
534475185,169202.378655276
907194160,207494.245703455
909254140,92355.8166801846
902401130,149493.552668823
905108120,154277.38367966
908275300,135380.231556371
533221100,176460.699037642
533236060,196812.585010118
532377140,125691.614908398
527164060,174355.976797151
902301130,117702.746229492
528315090,346970.886483477
923225050,137145.321941698
902128020,93271.3086380861
528280230,223950.536797815
527358200,150893.240674297
907187080,193409.039181998
905427010,198269.774662828
905325020,279584.133430494
909254070,190643.813835533
905351045,143676.904933794
902205090,114799.545342572
535150280,132104.361109325
533253160,194238.991898866
532377130,132688.07342105
535478070,125616.359798897
905451050,154640.191734784
902102100,115621.614416578
905201090,165552.570085598
907252020,244886.302106476
902325160,105686.10662283
907125040,153669.318248375
527450030,109244.537158474
528228360,203299.001920113
528222050,168129.015923767
526350040,125498.295380218
535105030,136724.687382833
535402330,179280.580075787
906392100,239111.335817202
909455060,158974.877383924
528186050,287084.690300733
531451280,206499.313756383
531363010,177381.598858685
528228325,191682.233468645
535303050,144698.310220867
923203140,164094.19096233
528480160,204598.456466228
528235120,187526.594017814
923400125,123859.47820851
907202080,136036.786659558
906226120,141310.929938622
907410100,186970.692872913
533125080,266374.786736452
527455050,154918.13924674
535301080,119629.516596894
905403050,111027.871658738
528480170,243769.490765538
535378080,141397.745000638
528439050,231441.461051177
917425190,220617.113523338
905401020,253342.651990849
905300080,145210.209278267
923276030,144198.391719546
535354100,136505.285462811
528240150,195336.669363599
916384100,246665.315017484
903225140,126639.498112797
527359050,128961.492950323
535177100,142994.112734894
905402060,148071.540975483
528290170,190158.086272465
534403290,211310.438330149
528458030,224608.889135477
906226110,118307.07532524
535453040,129123.445796283
903475020,119046.471279393
528120010,278615.806221294
907130110,179499.048517314
905107380,130737.369632623
528390210,214249.525489069
527402060,152168.543781142
905226110,139268.517093608
903231130,105268.955409198
535178100,151501.590508549
907125090,157232.338075395
911226030,72381.6255952277
902477130,39162.4176204218
909282020,224636.737346464
907280170,210483.003792754
527166040,166402.577737786
528458140,246321.871069524
528120060,373441.207494388
902301120,118888.200053676
909254150,135112.209444266
923230190,119932.574214026
527163070,186061.749692339
533206050,190892.695113672
916403250,231816.325768968
534428100,146501.316791939
528275060,177514.611825096
527425025,123962.995967238
908103350,127135.272339861
923400150,114232.196164538
902404010,139508.457887402
533206070,230420.243117473
528180110,344463.845191745
534402140,156795.396766934
905452050,82143.7471515736
535151160,138790.931706526
909280030,229160.38098563
535426130,173606.84192318
909475050,199527.759038292
534452060,119490.182757697
902106070,122495.300123793
907290260,233811.462841406
534177230,221041.049226888
909101180,117446.310034838
534201250,172450.764266623
535325400,101121.436529582
902128100,105034.199187226
534127270,159647.018065448
535325280,134041.326051166
528480060,317815.608602295
527210030,445060.378002532
906201030,182847.260407742
905427070,220268.761213913
535153150,164789.390330045
907227090,121029.860124359
528106020,457842.618804013
527455250,124203.689479163
907125120,142673.458256968
528441090,444264.4117661
535454160,126335.997916989
528275110,224438.019586744
911175360,89817.2955849758
903425190,199173.763695916
535451250,144887.348836541
535403200,114508.803149394
923277040,144132.12312971
527425090,105601.879658273
527451330,103741.92838343
909275040,129593.469123812
904300150,72823.9949798687
528482090,296388.186754848
902401060,96610.3578336461
527302185,260257.579185666
909475070,204702.677238339
527405160,105787.045710416
903232100,135967.655588183
534451020,58597.0881893503
910206110,109225.369037786
902105050,126518.058902467
903426200,157047.260761164
528228435,193791.226209483
528120130,361099.684041192
533254050,223853.167372097
908103260,119094.731972941
905200290,168753.898160645
532478020,324302.237092456
907405140,210403.930149059
906394060,196341.846453425
902207140,93241.2482306021
533205060,260335.774235473
535382150,74479.6186846312
909176180,132150.22744103
531367050,221446.369439022
905476225,139481.186198533
535301170,154150.021372306
535452060,133018.757353484
924100070,153205.746954036
905478190,112469.126995144
903230100,104029.735990583
528178090,372904.176802033
906392110,237956.85757465
531382070,239415.498884425
531375110,156902.198789187
916382010,212341.915612139
909101080,79447.1583241463
906223180,218546.279076859
534200030,119155.738757374
910203090,111421.292397551
528292020,217569.302884051
534451080,73705.7542007129
528488100,186787.837161347
904101040,128144.871297131
527216010,447038.845316838
527451410,94067.682504072
905104080,113310.054611549
531363030,159041.599895192
528294060,182177.314685173
534204120,151038.508690922
902106010,149799.245795204
902128150,144787.344416459
534402170,179856.836049664
528186110,281838.214569903
535402180,114693.397510324
907251090,252548.290159492
903232030,90209.7718806673
909175050,185941.128035926
904351280,120299.597338144
908127100,131633.139489164
531382090,179121.301906147
908102020,118427.635327147
903231080,115850.97303212
910207110,105460.577718364
535383100,96798.5881260012
916382120,304268.454485333
535454060,95585.6712870627
533217050,158224.968028981
902406020,113594.828122385
533251130,201516.372042193
532353050,134701.278993948
906204180,228945.652535822
527452070,138854.214853268
907252190,254313.105946719
909251040,143954.915072112
535327200,133516.583794885
906230030,267222.57693941
908188120,133304.872478746
535379100,142745.454278968
903430050,87293.3372666309
923252100,131645.81914939
903233030,130628.443952535
528144030,263366.601169972
907192040,223463.473493871
907202010,148175.226887964
916386180,218158.541725126
535403280,147796.010560373
526353050,239450.663426081
527210050,341585.086206985
903429080,166919.769647556
528150070,495282.491074945
527358120,164870.974175987
916455150,302037.98522003
916403010,185455.885555552
907253110,241342.737751705
527401160,127037.222442629
907203090,115380.825408166
906204280,273349.905184565
528360050,571226.910691351
914460110,210720.202113901
534127130,156972.093242215
527356060,160853.731723831
528186080,294013.251761502
906475200,216030.00896759
909278020,135142.493302985
528231050,208662.253899727
535380110,82196.3290280201
535175070,146817.552193961
903228060,122679.196861576
528170070,273883.268647549
904301060,175204.727678969
902207170,85339.3634752491
535325320,126722.133682371
907275150,303666.940845093
535175030,162597.169288506
902105110,128540.703593108
910204050,153026.868688895
527146135,291785.043949882
528235000,175112.519238268
528275070,239515.297446936
527353080,189152.635373797
905478030,142146.505418951
533352170,174713.843012694
535457010,139019.840677376
924152030,205172.915085887
532377050,136512.445637757
533252020,171234.601369081
923225300,91724.0942689291
923228220,84407.0091191894
535303030,165568.674958763
906223210,236736.599438913
535402070,150061.050405855
906394020,203459.016715447
906403060,223052.546829551
534151120,228743.995618475
907135040,155596.423390656
528116010,329722.609861844
903429010,125831.579745407
533253070,208076.239625432
902406030,109201.934330588
903201080,160347.994788934
908204160,80495.7343576132
908250040,115699.487976587
534431130,119483.801463869
905377020,139230.138325208
534431070,144946.776418382
527165130,172104.919296719
527302090,200546.661272869
907202100,124901.29736031
907295020,229729.301389533
527163010,177589.284913243
904101170,119554.128459007
535354070,127217.382144541
535154060,163833.994092758
907202240,151966.526907228
528280180,223363.546607821
905104240,125621.03197253
534201240,155342.738017767
528490040,233646.515860986
527454200,144046.788781477
535403030,133781.823416446
528490080,202826.675602859
527127150,205882.065134615
906204140,232645.962285838
903227090,124403.675237856
528108140,413596.358496808
902304040,148600.616929102
527450080,127670.848075298
923202025,209454.763528947
905427050,169734.423560189
533223010,169363.658069026
906475170,243083.72099949
534428020,139730.288089951
914474070,237507.047495916
907262070,190702.002588808
528114040,396545.033577814
923225260,160401.066728083
906426060,278348.631414087
527404020,130284.690817686
902125080,106216.784254327
903476100,93045.2042391207
905475510,104357.845362249
534252240,157419.134758543
528228545,172724.316619686
534201280,136314.832606761
910205020,87461.8299837471
907200340,134586.868724602
535382020,136153.857785614
906382040,207497.21395368
909252170,135620.586757088
904100090,145984.448621066
531382120,211051.843291812
535105110,163252.549662076
535350040,127041.462838167
907410130,266868.324917842
527376100,146681.379689425
535177020,126511.18163906
533221090,176763.536896127
906201023,250944.294560359
533208140,177759.06708526
532376110,138588.698687782
905100030,134905.301192188
534204030,145667.090342204
902101050,140369.64855021
916176030,170471.563063668
534129060,199342.127771974
533253050,162057.356586109
902204120,131271.593558236
905351089,184068.119014475
909275160,142954.570957407
528366040,337244.447105017
527403120,104100.894235697
905101490,137353.04595345
906382030,238933.990900322
534400120,166380.679425493
909428190,219264.637121815
527302070,183104.297835954
906200230,195883.442034301
909276160,283468.774727254
534151180,254037.254385518
903481010,79579.0259575276
902106120,86643.67416407
910206010,70872.8031243192
916380060,263731.295253027
902301080,112620.356393096
907175080,220935.88446737
527162130,192061.37455957
535151080,137819.374500966
527131110,244894.009106383
923202137,102355.389312859
533252130,209966.552190059
531367010,192497.432819538
923225190,111087.606540465
533215040,283100.00495041
535454030,93323.804171864
528344040,351916.3138748
906226070,113625.056902916
916125425,266234.342533238
527451640,107080.688648438
534129040,200716.568712545
528240060,190169.511595311
907401050,195371.1356034
533212150,151593.798823649
533210060,158978.36445809
528387030,265247.233178688
531385130,233441.608898013
907290230,140183.295727953
527328050,170088.967871077
907275140,300615.231631646
910203100,62088.8461087852
916125360,181163.605517629
528110070,294659.987237505
526351030,185739.439057809
905426030,180856.506354317
528477030,229771.369932322
908102130,107090.186239147
535179060,162897.651940641
535450180,81004.4560569703
902330010,132222.461378734
533213020,200276.980261257
531451290,191944.551471282
531375050,153418.189594586
528222060,182000.882543184
534476080,138336.090877045
531376060,200457.173342817
535455090,124726.796548704
527404140,113762.650632719
903206120,172137.420509353
910205130,141982.976858674
923226150,145821.789235041
533352150,166242.374101911
914478020,129455.986472574
905107320,139225.491095523
534151175,267266.413583661
923252075,133166.500391757
1007100110,131379.802592887
906475110,199560.680972403
534176250,138186.434087651
532477040,283056.540669487
531450040,172808.016047082
534278230,134744.191852197
527357180,254756.354981957
924100050,127228.908441914
911102090,90294.4658641775
907410040,191099.068626994
527354040,243177.16350344
903226170,126780.760287111
535453160,119439.597573179
905106140,143864.334752415
528480070,263961.027318261
528456220,214108.383929136
904301110,109697.108398749
528120100,223512.068170412
535304020,136023.424632513
905101200,113447.266890805
528427040,202805.592764222
526355080,312416.631590005
535403150,149382.960702293
527427230,187845.556597257
923230180,131742.023467661
914452190,152000.588468724
905225080,216558.689904025
533352075,170899.507282213
527276160,199035.150712319
534275010,133290.253395606
528150040,337537.249584498
908102140,123978.247327342
923225080,121469.031812754
905104180,134786.218583448
535451010,118944.223277054
907194020,205542.865332405
527375160,192643.617865555
906223140,224179.821004188
907290170,140008.939829951
527451650,121620.879529295
528186090,294991.202632771
527451450,99086.1625155591
535476350,162504.157055495
528480130,221033.249721149
535402220,178350.671885091
527403360,115771.783011743
532377060,115612.462753563
527354200,188946.561927655
908152260,153074.889756372
528326030,297827.004180793
527452100,137868.671364569
535152050,250420.73260092
923228180,77746.9232014403
534104100,201399.751940061
902103150,127111.995307365
923203090,162527.095128292
903227140,121966.546268078
903426180,127783.766171833
528176010,475302.976776529
535450100,113437.638234158
905226030,99853.3055283888
923276100,145610.700160917
528118030,390656.387670673
923225490,112598.877813239
914476450,211175.059375862
528458080,240734.03670364
535152280,142002.205744261
905426200,143671.972263402
906392120,283063.0193937
535402100,150603.554540241
907200190,141849.935604383
535302080,127366.819627559
535305160,111829.010918231
528221060,191287.056938617
533212050,156744.564216026
908208020,137177.631363787
534276010,121284.635775608
909256060,120587.101114662
528150080,331838.371798188
902134060,109509.693418866
534275220,127749.405117475
907410110,219926.62181255
923225370,96548.8313758461
531452070,159096.818774525
534451110,112530.066564053
914475010,142278.739321711
527358140,210586.607115186
528250030,215398.856426065
528142010,308100.910588099
916460060,237098.106560238
535180020,153812.124732564
528386040,405739.824668116
906380070,345166.579045325
907260030,191209.359436893
535455060,116237.537485995
528358040,276710.048086649
909251030,140848.233627756
527164120,197538.234889754
528102010,357500.122431381
923229010,148642.003936211
527158020,180594.012723059
527455080,148561.933335465
907180040,204288.839946966
528327010,410203.60486914
528228280,192062.83987716
535180070,142882.60572737
905479110,116033.968589292
903484080,87491.3621442319
534426110,139121.301117075
534479120,125509.067447593
905475520,94390.2931072014
528174070,205334.992288514
916384080,233934.803295116
532377020,102887.100869553
909101190,133727.993679121
909275250,144950.785202336
905106170,125152.764034018
528172060,239119.773236632
532377100,129485.619987588
528290060,159647.779323567
534400060,168040.371101305
528221040,205381.995117373
531380080,219874.822536078
909455040,170263.270101734
907262060,249935.920626785
527455060,154103.132660673
531452020,128210.880867782
527425060,108151.838158014
909250030,112704.914393558
535180100,143395.329065204
923225200,123742.829028359
534128100,158948.802558243
528253020,237756.55977902
907230240,140988.537031735
527451020,113338.153926199
902103170,92178.8628271763
534226120,130589.208093725
533250110,227220.533529525
907280090,246407.628451683
909101060,61453.0429640291
535380050,138844.415993351
531475220,155531.442882116
907425030,145652.921297155
907192030,187419.321133945
535377100,79560.2068497317
923202220,168134.627928778
923229100,192494.862718688
902106140,111744.257528919
909475230,252778.887691591
526303060,214945.765484599
528294050,167776.156987586
909275310,238847.417808184
528480040,263922.01160987
903226160,111233.47759219
905480030,112582.342098229
907425015,146631.448793259
528218150,184530.019439819
905352140,230475.845529631
907290020,258218.694171473
909251170,149464.756673921
535302070,131401.104221982
532378240,127415.172456363
527402130,113859.141378729
533221080,174734.33848764
905108170,154081.383494034
527158090,177825.363429406
535355020,224086.19855159
535451210,100846.772139007
528326110,319534.532006527
908152060,132916.677001587
908188140,133889.547904322
531375060,143217.114716161
902204060,127874.953035664
907194110,176626.201775679
907196060,173007.212266335
909250210,113182.61448259
902109160,139400.998423544
907192090,214766.065942461
908276140,114147.907475787
903456060,97166.8826398845
535353060,113075.157929903
534175080,228428.336366538
903430080,113009.073244691
906223110,235097.119576156
528431050,260583.91968934
914476430,161817.82682485
906426195,277650.832770308
905226130,146002.827031566
528363110,370133.85426721
907412090,185902.297417126
905402110,133912.533541291
528102110,438641.579944373
908201100,79314.8284364746
914476080,120151.461805236
533206040,163134.890620593
909281080,235042.419655953
902105130,76877.1337157735
916403230,196912.651932674
